molecule_chembl_id,mol,IC50,Class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL437425,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,200000.0,inactive,2108.2920000000004,-10.681999999999906,32.0,31.0,
CHEMBL420418,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N1CCC[C@@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,200000.0,inactive,892.0860000000002,0.32430000000000775,9.0,11.0,
CHEMBL90043,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)C(O)C[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,20.0,active,851.0770000000001,1.6055000000000097,9.0,10.0,
CHEMBL410405,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,200000.0,inactive,2124.2470000000008,-11.863299999999901,33.0,32.0,
CHEMBL89703,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,15000.0,inactive,942.1460000000002,1.0608000000000126,10.0,11.0,
CHEMBL327545,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)O)C(C)C,100000.0,inactive,617.8100000000003,0.39700000000000596,7.0,8.0,
CHEMBL440612,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,200000.0,inactive,2052.1840000000016,-12.096699999999904,32.0,31.0,
CHEMBL1790741,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)[C@H](C)O,100000.0,inactive,896.0740000000002,-0.8011000000000026,11.0,12.0,
CHEMBL89773,CC(C)CC(NC(=O)[C@@H](N)CC(N)=O)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,150000.0,inactive,735.8360000000001,-1.7218000000000016,10.0,10.0,
CHEMBL89530,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,500.0,active,928.119,0.6707000000000098,10.0,11.0,
CHEMBL2370074,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,40000.0,inactive,1667.787,-7.226099999999973,25.0,25.0,
CHEMBL437918,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,119000.0,inactive,2050.256000000001,-10.525299999999907,31.0,30.0,
CHEMBL90615,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,5000.0,intermediate,866.0480000000001,-0.16199999999999487,10.0,11.0,
CHEMBL89438,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)O)C(C)C,100000.0,inactive,546.7310000000002,0.8923000000000034,6.0,7.0,
CHEMBL2370096,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)C(O)CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)O,100000.0,inactive,833.9590000000002,-1.929999999999998,11.0,12.0,
CHEMBL411367,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,200000.0,inactive,2151.321000000001,-12.67449999999992,34.0,32.0,
CHEMBL315706,CC(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,500.0,active,877.006,-1.4036000000000002,11.0,11.0,
CHEMBL412768,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C)C(C)C,30.0,active,1651.8319999999997,-6.044799999999984,24.0,24.0,
CHEMBL441187,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C)C(C)C,3000.0,intermediate,2092.3370000000004,-9.500699999999915,31.0,30.0,
CHEMBL265041,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)NC(CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,300.0,active,894.1020000000001,0.4741000000000028,10.0,11.0,
CHEMBL2370091,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)[C@@H](C)O)C(C)C,200000.0,inactive,2096.2370000000005,-12.347299999999898,33.0,32.0,
CHEMBL2370097,CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)C(O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,2000.0,intermediate,836.0660000000001,0.6292000000000084,9.0,10.0,
CHEMBL265158,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,45000.0,inactive,2106.364,-9.110599999999916,31.0,30.0,
CHEMBL427580,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,200000.0,inactive,2064.283000000001,-10.136799999999912,31.0,30.0,
CHEMBL2370075,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)C(C)C,60000.0,inactive,1823.9760000000006,-8.687699999999946,28.0,27.0,
CHEMBL52961,CO[C@](C)(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C)c1ccccc1,41000.0,inactive,783.9200000000002,1.6373000000000089,8.0,9.0,
CHEMBL49711,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccccc1)C(C)C,200000.0,inactive,693.9520000000001,3.512700000000005,6.0,8.0,
CHEMBL52174,COC(=O)CCCNC(=O)[C@H](NC(=O)C[C@H](O)C(CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,47000.0,inactive,703.9440000000001,2.265700000000005,6.0,10.0,
CHEMBL298147,CC(C)CC(NC(=O)C(O)c1cccc(Oc2ccccc2)c1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,6000.0,intermediate,847.9630000000001,2.6014000000000053,9.0,10.0,
CHEMBL51304,CC(C)CC(NC(=O)C(O)c1ccccc1Br)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,3000.0,intermediate,834.7620000000001,1.5716000000000052,9.0,9.0,
CHEMBL51003,CC(C)CC(NC(=O)CCCOc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,25000.0,inactive,783.9200000000002,1.9347000000000074,8.0,9.0,
CHEMBL50827,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NO)C(C)C,94000.0,inactive,619.8260000000002,1.7017000000000035,7.0,9.0,
CHEMBL51779,CC(C)CC(NC(=O)C(O)c1ccccc1Oc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,14000.0,inactive,847.9630000000001,2.6014000000000053,9.0,10.0,
CHEMBL52545,CC(C)CC(NC(=O)[C@@H](O)c1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,17000.0,inactive,755.8660000000002,0.8091000000000077,9.0,9.0,
CHEMBL301944,COc1cc(CC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc(OC)c1OC,94000.0,inactive,829.945,1.3440000000000105,8.0,11.0,
CHEMBL297910,CC(C)CC(NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,4000.0,intermediate,805.9260000000002,1.9623000000000053,9.0,9.0,
CHEMBL52225,CCCCNC(=O)[C@H](NC(=O)C[C@H](O)C(CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C,200000.0,inactive,659.935,3.112600000000006,6.0,8.0,
CHEMBL50930,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C,300.0,active,773.9910000000001,2.2666000000000066,8.0,10.0,
CHEMBL300665,CC(C)CC(NC(=O)Cc1ccc(-c2ccccc2)cc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,56000.0,inactive,815.965,2.985200000000006,8.0,8.0,
CHEMBL297739,CC(C)CC(NC(=O)c1ccc2ccccc2c1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,48000.0,inactive,775.9000000000003,2.5425000000000058,8.0,8.0,
CHEMBL299351,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccncc1)C(C)C,100000.0,inactive,694.94,2.9077000000000046,6.0,9.0,
CHEMBL51188,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(OCC(=O)O)c1)C(C)C,5000.0,intermediate,767.9870000000001,2.976100000000007,7.0,10.0,
CHEMBL53919,CC(C)CC(NC(=O)Cc1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,42000.0,inactive,789.9270000000002,2.4714000000000054,8.0,8.0,
CHEMBL54083,CC(C)CC(NC(=O)C(O)c1ccccc1OCc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,11000.0,inactive,861.99,2.3881000000000068,9.0,10.0,
CHEMBL300657,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,4000.0,intermediate,737.9610000000001,3.210900000000005,7.0,9.0,
CHEMBL297486,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NC1C[C@@H](C(=O)O)C[C@@H](C(=O)O)C1)C(C)C,3000.0,intermediate,627.7350000000002,2.366200000000001,7.0,7.0,
CHEMBL48843,COC(=O)CCCCC(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,50000.0,inactive,763.8860000000003,0.8089000000000091,8.0,10.0,
CHEMBL49989,CC(C)Cc1ccc(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc1,28000.0,inactive,781.9480000000002,2.5878000000000085,8.0,8.0,
CHEMBL33417,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)C(CC(C)C)NC(=O)[C@H](CCSC)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C[C@H](C(=O)OC)C1,10000.0,inactive,802.045,2.4434000000000093,6.0,12.0,
CHEMBL53648,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCCCC(=O)O)C(C)C,47000.0,inactive,689.917,2.1773000000000042,7.0,9.0,
CHEMBL298141,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NC1CCCCC1)C(C)C,200000.0,inactive,685.9729999999998,3.6452000000000044,6.0,8.0,
CHEMBL50313,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccc2c(c1)OCO2)C(C)C,100000.0,inactive,737.961,3.241400000000005,6.0,10.0,
CHEMBL53024,CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,50000.0,inactive,591.7050000000003,3.310500000000001,6.0,6.0,
CHEMBL298126,CC(C)CC(NC(=O)Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,130000.0,inactive,739.8670000000002,1.318200000000008,8.0,8.0,
CHEMBL52317,CCCCOc1ccc(C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc2ccccc2)C(=O)O)C(C)C)cc1,27000.0,inactive,797.9470000000002,2.568200000000008,8.0,9.0,
CHEMBL297913,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,4000.0,intermediate,737.9610000000001,3.210900000000005,7.0,9.0,
CHEMBL296166,COC(=O)[C@@H]1CC(NC(=O)[C@H](NC(=O)C[C@H](O)[C@@H](Cc2cc(F)cc(F)c2)NC(=O)C(O)c2ccccc2-c2ccccc2)C(C)C)C[C@H](C(=O)OC)C1,120.0,active,751.824,3.5316000000000045,5.0,9.0,
CHEMBL433080,CC(C)CC(NC(=O)Cc1ccc(F)cc1F)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C,140000.0,inactive,775.8470000000002,1.596400000000006,8.0,8.0,
CHEMBL301153,CO[C@H](C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)N[C@H](C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](Cc1ccccc1)C(=O)O)C(C)C)c1ccccc1,28000.0,inactive,769.8930000000003,1.463200000000009,8.0,9.0,
CHEMBL54022,CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)NC(CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCCC(=O)O)C(C)C,30000.0,inactive,675.8900000000001,1.7872000000000048,7.0,9.0,
CHEMBL49971,CC(C)C[C@H](NC(=O)C(O)c1ccccc1Br)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1ccc(C(=O)O)cc1)C(C)C,40000.0,inactive,620.5410000000003,2.9198000000000004,6.0,6.0,
CHEMBL53668,COC(=O)[C@@H]1CC(NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)C(O)c2cccc3ccccc23)C(C)C)C[C@H](C(=O)OC)C1,140000.0,inactive,655.789,2.5430000000000046,5.0,9.0,
CHEMBL137547,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)CC(=O)N[C@H](C(N)=O)C(C)C,9400.0,intermediate,615.7290000000002,-2.412499999999998,9.0,9.0,
CHEMBL341944,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)CC(N)=O,91000.0,inactive,516.5960000000003,-2.553299999999993,8.0,8.0,
CHEMBL137101,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,520.0,active,633.7870000000003,1.4792000000000052,7.0,7.0,
CHEMBL137755,CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)C(C)C,46.0,active,964.0840000000001,-2.231400000000007,13.0,13.0,
CHEMBL1791011,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1cccc(C(=O)O)c1,140.0,active,741.9520000000002,2.7991000000000064,7.0,8.0,
CHEMBL343563,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,91000.0,inactive,693.9080000000001,2.212400000000005,7.0,8.0,
CHEMBL1791017,CC[C@H](C)[C@H](NC(=O)C1CCCCO1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C,69.0,active,703.8780000000002,2.0284000000000053,7.0,8.0,
CHEMBL1791009,CCCC[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(C)=O)[C@@H](C)CC)C(=O)NCc1cccc(C(=O)O)c1,180.0,active,647.8140000000002,2.013400000000007,7.0,7.0,
CHEMBL344932,CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)[C@@H](O)CC(=O)N[C@H](C(=O)NCc1cccc(C(=O)O)c1)C(C)C)C(C)C,3800.0,intermediate,619.7600000000002,1.0891000000000053,7.0,7.0,
